comment,label,
"Ch?t áo ??p, lên dáng ok, m?i t?i m?c h?i ng?a 1 tí ?óng gói s?n ph?m r?t ??p và ch?c ch?n Th?i gian giao hàng r?t nhanh.",POS,
Giao lâu.,NEG,
Ch?t dai ?anh và lì m?t.,NEU,
Giao hàg thì thôi nhah kh?i nói.,POS,
?óng gói s?n ph?m r?t ??p và ch?c ch?n Th?i gian giao hàng r?t nhanh V?i áo h?i m?ng.,POS,
Mu?n làm ??i lý s?.,POS,
San pha?m nay vua Shopee qua do mua ve toi k xay dc ngay ca khoai tay nau chi?n ma xay con k Nhuy?n nua.,NEU,
Size h?i to nh? 45kg -1m50 size S r?i mà h?i r?ng.,POS,
"Ch?t l??ng s?n ph?m t?m ???c, tr??t c? h?c khá dít gây khó kh?n cho s? d?ng.",NEG,
Nh?ng áo khi?n mình h?i th?t v?ng.,NEG,
"M?c khá xinh nh?ng ch?t v?i x?u, m?ng, c?ng.",NEG,
Ch?t l??ng s?n ph?m phù h?p vs giá.,POS,
M?i dùng ch?t l??ng OK.,POS,
Th?i gian giao hàng r?t nhanh .,POS,
Mua ba cái th?y ok.,POS,
??p quá ?ng h? shop lâu dài.,POS,
Áo m?c ok l?m m?i ng??i c? tin t??ng mua hàng nhé.,POS,
Dù sao v?i 160k thì ch?t l??ng nh? v?y là quá ???c.,POS,
??p dã man th? này.,POS,
Áo xinh l?m nhé m?y nàng ? v?i giá này thì áo v?y là ??p r?i !,POS,
"Khô gà b? m?n, c? nhà mình ??u kêu v?y..",NEG,
Giao hàng nhanh.,POS,
Áo r?t ?m.,POS,
H?i th?t v?ng.,NEG,
Ch?t l??ng sp tuy?t v?i.,POS,
"Huhuu, sr vì bh m?i xác nh?n ?ã nh?n hàng :( quên béng ?i m?t.",NEG,
C Ch?t l??ng s?n ph?m tuy?t v?i R?t ?áng ti?n Th?i gian giao hàng r?t nhanh.,POS,
H?t cherry nên shop g?i b?o mình ??i m?u ch? ko t? giao m?u khác ???? Ch?n chuy?n qua d?a h?u.,NEU,
S?n ph?m t?t phù h?p v?i giá ti?n.,POS,
Len ch?t h?i c?ng chút??Nh?ng v?n m?c Ok.,NEU,
"Ki?u dáng ?úng mô t?, tuy nhiên quá m?m, không có ?? c?ng c?a khung túi, nên kém sang.",NEU,
"áo c?c ??p, nhé v?i ko dày l?m ?âu nên mình ngh? v?n m?c trong mùa hè ?c, c? mà l?n sau em mua shop ??ng g?i m? em nhé :)))).",POS,
V?i m?ng quá m?ng.,NEG,
Ch?t thích mà size h?i nh? so v?i size bthg.,NEG,
"Hàng ??p, ch?t l??ng.",POS,
SP không có h?p nhé.,NEG,
R?t ?áng ti?n.,POS,
Nhìn ?ng l?m.,POS,
Ch?t l??ng s?n ph?m tuy?t v?i Ch?t l??ng s?n ph?m tuy?t v?i.,POS,
?ng l?m shop à.,POS,
Ch?t l??ng s?n ph?m t?t Th?i gian giao hàng t?m ???c.,NEU,
Còn v? hàng thì okie luôn :).,POS,
M chua th? nh?ng th?y ch?t r?t ??p.,POS,
Y?n Sam.,NEU,
X?u qu?c...kg gi?ng hình...c?m th?y khó ch?u.,NEG,
"3 in 1 mà m? h?p ra có m?i 2 len, thi?u m?t len macro.",NEG,
Ch?t l??ng s?n ph?m r?t kém Khong co dich v? la sao Ch?t l??ng s?n ph?m t?t.,POS,
H?p h?i tr?y nh?ng hàng ?óng gói k?.,NEU,
Dat xám gjao xah.th?t v?g v? sp.,NEG,
"S?n ph?m t?t, giá r?.",POS,
Nh?ng good.,POS,
Th?t v?ng kinh kh?ng.,NEG,
V?y là oke so v?i giá ti?n r?i.,POS,
Ch?t l??ng s?n ph?m tuy?t v?i Th?i gian giao hàng r?t nhanh R?t ?áng ti?n.,POS,
"Hàng ??p, ?úng y hình.",POS,
?óng gói s?n ph?m r?t ch?c ch?n Th?i gian giao hàng r?t nhanh.,POS,
Ch?t l??ng s?n ph?m không ???c t?t b?ng s?n ph?m mình mua tr?c ti?p ? các c?a hàng.,NEG,
Tks shop.,POS,
Th?i gian giao hàng nhanh.,POS,
Shop ph?c v? r?t t?t.,POS,
"form ko ??p, ko ??nh hình t?t vòng 1.",NEG,
?ng tay h?i nh? .,NEG,
?c shop lì xì n?a.,POS,
S?n ph?m ch?t l??ng quá t?.,NEG,
Shop giao hàng nhanh còn ph?c v? nhi?t tình n?a.,POS,
Bi?t ??p th? mình mua thêm cái màu ?? n?a ????????.,POS,
Ch? bung h?t ra.,NEG,
5 sao nha!,POS,
Ti?c r?ng h?t màu thích ko thì s? l?y thêm.,NEU,
Shop ch?m sóc khách hàng r?t chu ?áo.,POS,
"Ch?t l??ng s?n ph?m ????c, pha?i chi co? ma?u rêu ??.",POS,
T?t c? ??u ok.,POS,
Áo ??p.,POS,
Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n Shop ph?c v? r?t t?t R?t ?áng ti?n Th?i gian giao hàng r?t nhanh.con dc shop tang qua nua.,POS,
"Chi?u r?ng gi?a 2 chân h?i ng?n, khi ng?i sau trên xe máy th?y h?i khó ch?u.",NEG,
"Tuy?t v?i ? huhu, s? còn ?ng h? shop dài dài.",POS,
Sp ch?t l??ng.,POS,
"S?n ph?m r?t là ch?t l??ng ?óng goid r?t là ??p g?n gàng, nên mua hàng ? ?ây r?t uy tín.",POS,
Ch?t l??ng s?n ph?m quá t?.,NEG,
"Ch?t l??ng s?n ph?m t?m dc ,h?i ch?t ,mik 45 kg th?y h?i ch?t,c? b? r?ng.",NEG,
"Dùng r?t ok, ch? ko bi?t dùng li?u có lâu ???c ko thôi hì ??.",NEU,
Potay.,NEU,
Size áo nam nên n? s? m?c h?i r?ng tr? ?i?m ?ó ra t?t c? ??u r?t hài lòng.,POS,
Ch?t l??ng sp t?t tuy?t v?i.,POS,
"Ch?t v?i r?t m?ng, màu c?ng x?u không không ??p không ??p nh? hình.",NEG,
Y hình chu?n ??p?? Ch?t l??ng s?n ph?m tuy?t v?i.,POS,
áo r?t ??p - anh ch? shop r?t nhi?t tình - ?óng gói r?t ??p.. c?m ?n anh ch? shop.,POS,
"Hàng y hình Th?i gian giao hàng nhanh ,v?i m?ng.",POS,
Nhìn chung t?m ?n.,NEU,
?ng tay x?u.,NEG,
Áo m?ng h?n so v?i mình ngh? nh?ng v?n ok.,NEU,
Ch?t l??ng s?n ph?m tuy?t v?i.,POS,
"Th?i gian giao hàng r?t nhanh, v?i ??p.",NEU,
"foem dáng ko gi?ng m?u m?c,may nhái l?i thôi ?, chât v?i ?c.",NEU,
Áo ??p. .. ok..,POS,
Cho 5*.,POS,
Áo r?t ??p Th?i gian giao hàng r?t nhanh.,POS,
"Áo ??p, giá r?.",POS,
Nói chung mình th?y ok.,POS,
"Áo ch?t ??p thích h?p ?i ch?i, giao hành nhanh, nv t? v?n nhi?t tình!",POS,
Phù h?p giá ti?n.,POS,
"S?n ph?m k gi?ng hình l?m, m?c 2 l?n d?n h?t ???ng ch?.",NEG,
Shop ph?c v? r?t t?t R?t ?áng ti?n.,POS,
E thích l?m.,POS,
"Gi?ng hình, ?óng gói s?n ph?m r?t ??p và ch?c ch?n R?t ?áng ti?n Th?i gian giao hàng r?t nhanh.",POS,
"C?ng cùng hãng giày nay co shop ban co 79k, nen cac b?n tim hieu k? khi ??t hàng.",NEU,
"Ch?t thì dc mà form ko chu?n,sz XL ghi 53-68kg mà 55kg m?c th?y k dc tho?i mái ,2c màu ghi thì ch?t k m?c dc.",NEG,
?óng gói còn t?t n?a.,POS,
V?n chuy?n siêu nhanh.,POS,
Ch?t li?u v?i k co giãn.,NEG,
Éo ra j.,NEG,
N?p túi b? l?ch.,NEG,
Mình nh?n dc cái túi nó móp méo.,NEU,
Áo nh? quá.,NEG,
Áo v?i r?t ??p.,POS,
Shop ph?c v? r?t t?t.,POS,
"Hàng ??p, ch? shop nhi?t tình ??.",POS,
Chúc shop càng ngày càng ??t hàng <3.,POS,
Ch?t l??ng s?n ph?m tuy?t v?i ph?t h?i r?ng nh?ng vãi m?m R?t ?áng ti?n.,POS,
Ko giao v?n tính ti?n.,NEG,
?ng h? shop 5sao.,POS,
Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n ?óng gói s?n ph?m r?t ??p và ch?c ch?n Shop ph?c v? r?t t?t R?t ?áng ti?n Th?i gian giao hàng r?t nhanh Th?i gian giao hàng r?t nhanh.,POS,
Vì giá r?.,NEU,
Giao sai size quân nh?ng liên h? v?i shop không b?t máy .,NEG,
"??u ch?c ch?n, thoáng.?? m?i tay, nh?t là các bé ?òi b? rong thì có ??u nhàn h?n h?n.",POS,
Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n Shop ph?c v? r?t t?t Shop ph?c v? r?t t?t Th?i gian giao hàng r?t nhanh.,POS,
Giao hàng nhanh ?? áo xinh nh? hình ?? m?i t?i h?i m?ng xíu.,POS,
Dc Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n.,POS,
M?c r?t thích :3.,POS,
"Giá c? ch?p nh?n ???c, Th?i gian giao hàng r?t nhanh.",POS,
S? ?ng h? shop dài dài ??.,POS,
Áo dày d?n và ??p gi?ng hình.,POS,
Chúc c luôn ??t hàng.,POS,
Qu?n c?c kì ??p.,POS,
Cung tam dc.,NEU,
"V?i ok nh?ng h?i nh?, ko hài lòng vi?c ?ã nh?n shop ko ghi rõ thông tin ngoài bao bì nh?ng v?n ko th?c hi?n, thi?u l?u ý vi?c tê nh?.",NEU,
Ph?i n?ng r mà ko th?y sáng.,NEG,
Mình th?y r?t êm chân.,POS,
Thái ?? ph?c v? ok.,POS,
Mình m?c vào nhìn nh? cái váy ch?ng n?ng ý.,NEG,
Nói chung th?t v?ng v? sp.,NEG,
Màu h?i t?i h?n so v?i ?nh s?n ph?m.,NEG,
"Sp ch?t l??ng, ngon, giá r? h?n các ch? khác.",POS,
Qu?n c?ng ok ??p.,POS,
"Ch?t l??ng s?n ph?m tuy?t v?i r?t ok pin ?n ,nên mua nha m?i ng??i 5sao.",POS,
Phí ti?n.,NEG,
V?i m?ng và h?i ng?n Th?i gian giao hàng t?m ???c.,NEG,
V? gi?t túi là v?t luôn ...,NEG,
Hàg y hình.,POS,
?óng gói s?n ph?m ch?c ch?n.,POS,
??t3 giao 1 làm ?n v?y lun!,NEG,
Dây y?m h?i dài và có ch? b? s?t ch?.,NEG,
Hàng ??p gía r? s? ti?p t?c ?ng h?.,POS,
Giao hàng nhanh.,POS,
V?a v?i giá ti?n. ??????.,POS,
Ch? v?y s? m?t uy tín l?m.,NEG,
"V?i h?i m?ng nh?ng mùa hè m?c mát, màu k gi?ng hình l?m nh?ng c?ng ??p.",NEU,
Giao hàng nhanh.,POS,
Ch?t l??ng s?n ph?m t?t ?óng gói s?n ph?m ch?c ch?n.,POS,
Quá h?t h?ng vì cu?n nilon nh? và dài c? ngón tay .,NEG,
Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n Shop ph?c v? r?t t?t.,POS,
Hàng d? th??ng l?m ?áng yêu c?c ?áng ??ng ti?n b? ra.,POS,
Hàng b? ?i ch?a m?c ?ã th?ng.,NEG,
V?i dom áo ko gi?ng trong hjnh gi? t?o x?u xí.,NEG,
Giày ??p trog t?m giá. ??.,POS,
"Quá ??p so v?i giá, ch? ch? d? th??ng, t?ng ch? cái ?nh ????????.",POS,
Hàng y m?u.,POS,
"Mua size S giao size L,mác thì size S,mác ? qu?n thì size L,bán hàng th? này là c? tình nh?m size,m?i ng??i xem sét tr??c khi mua shop này nhé.",NEG,
"Giao lâu, áo phù h?p v?i giá.",POS,
So v?i trên ?nh thì nhìn th?t màu có v? nh?t h?n xíu nh?ng v?n ??p.,POS,
"Ch?t l??ng s?n ph?m tuy?t v?i , shop d? th??ng ph?c v? t?t ??.",POS,
Shop nên xem l?i cách ?o size cho khách.,NEU,
Shop ph?c v? t?m ???c.,NEU,
"Áo dày và h?n l?m ?, ch? ch? shop l?i còn t? v?n nhi?t tình n?a :))).",POS,
"áo ko ??p gi?ng hình, l?i b? nh? m?c không v?a.",NEG,
"Chân váy ??p, ch?t v?i t?t ch?a bi?t có ra màu không Mua hàng ? shop nhi?u l?n ??u ?ng ý hàng có h? h?ng gì shop c?ng h? tr? h?t mình Th?i gian giao hàng r?t nhanh m?t t?m 2 ngày là có hàng.",POS,
"Ch?t li?u t?m, h?i nh?.",NEU,
?óng gói s?n ph?m r?t ??p và ch?c ch?n Shop ph?c v? r?t t?t.,POS,
R?t thích!!,POS,
Th?i gian giao hàng r?t nhanh.,POS,
??p l?m b?n nào ko tin ib. t? cho xem ?nh. là ng tiêu dùng mua ?? hãy xem ?ánh giá tr??c.,POS,
Màu s?c k nh? hình.,NEG,
S? ?ng h? shop liên t?c ????.,POS,
???ng ch? may không ch?c.,NEG,
Hàng ??p .,POS,
Hàng ??p ?úng y m?u .tks shop nhìu.,POS,
S? ti?p t?c ?ng h? shop dài dài.,POS,
Cách shop ph?c v? r?t nhi?t tình.,POS,
Ch?t l??ng kém.,NEG,
Gi?ng hình.,POS,
"Sp ch?t l??ng , hàng nh? hình , so?n hàng nhanh, gói hàng c?n th?n.",POS,
Form ??p.,POS,
Nói chung là ?c shop à.,POS,
Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n shop ph? v? rat chu ?áo c?m ?n món quà nh? c?a shop.,POS,
"?óng gói s?n ph?m r?t ??p và ch?c ch?n Ch?t l??ng s?n ph?m tuy?t v?i Shop ph?c v? r?t t?t Th?i gian giao hàng r?t nhanh, R?t ?áng ti?n.",POS,
"Sp gi?ng hình, th?i gian giao khá lâu, n?i thành HN m?t 4-5 hôm.",NEU,
"C? g?n h?t k?o mút ghi?n là ghé th?m shop,s?n ngay ngày 10/10 có ???c voucher 10% v?i ch?i l?c xu m?y ngày c?ng g?n 18k,mà mua 3sp k?o mút ???c gi?m 10% n?a ch?.mà ch? có b? cái cho nó t? ??ng ch?n bên vc,ko ?? ý t??ng sh 4H ai ng? l?i GHTK...NÊN ko ???c nh?n trong ngày.sp HSD&NSX r?t OK.THANKS SHOP.",POS,
H?i bu?n cái này thôi còn l?i thì ok. 4 sao cho shop sau này rút kinh nghi?m bán ?? ch?i con nít b?c nilong l?i cho nó ?? bám b?i.,POS,
Ch?o to nh?ng m?ng và k ph?i vân ?á mà là m? nha các b?n.,NEU,
"Phân lo?i hàng h?i r?c r?i, mình k mua ???c cái mu?n mua.",NEG,
V?i tr??c ??p h?n .,POS,
M?i ng??i nh? mua nhi?u ? shop h?n nhé.,POS,
?áng ??ng ti?n.,POS,
R?ng ph?i t? m?i m?c v?a.,NEU,
Ti?n nào c?a n?y.,NEU,
"Ch?t l??ng s?n ph?m t?t, Th?i gian giao hàng r?t nhanh.",POS,
Dáng x?u .,NEG,
R?t hài lòng v? qu?n lót b?u.,POS,
Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n.,POS,
M?c lên dính sát vào ng??i ch? không ??ng áo nh? trong hình.,NEG,
R?t ?áng ti?n.,POS,
Giao hàng nhanh.,POS,
"Áo ??p dã man luôn,shop t? v?n nhi?t tình.",POS,
"Giao hàng nhanh, qu?n ??p ?áng so v?i ti?n b? ra, shop nhi?t tình yêu shop.",POS,
"- Làm bánh cho KH mà làm sai lo?i bánh, vô làm l?i thì bánh cháy!",NEG,
"Th?i gian giao hàng nhanh, sp k ?c nh? ý...",POS,
Mình không bàn v? ch?t l??ng v?i.,NEU,
"Shop giao thi?u ví này :""(((( và m?y món khác c?ng sai màu h?i nhi?u.",NEG,
hàng quá ??p so v?i giá thành!,POS,
Hàng y hình.,POS,
"L?p x??ng ngon, nhìn m? v?y mà khi chiên xong ?n ko b? ngán, giá ??p.",POS,
Gi?y c?ng khá ??p.,POS,
Hàng y ?nh nha.,POS,
Th?i gian giao hàng r?t ch?m!,NEG,
So v?i giá thì v?y là ?n quá r?i :3.,POS,
"Ch?t l??ng kém v?i c?ng k m?m, ???ng may ?u, dáng b? h?ng.",NEG,
V?i m?c mát.,POS,
M?c r?t tho?i mái.,POS,
Áo tr?ng ch?t l??ng quá th?p còn b? b?n nhi?u n?i gi?t ko ra.,NEG,
Ch?t v?i ??p.,POS,
Ti?n nào c?a n?y t?t m?i mua nhg b? r?n nh?.,NEG,
Good value for money.,POS,
Ngày nay ch? flash gì c?ng 33k/ chai.,NEU,
Cug tam dc .vai cug kg dep lam.,NEU,
Chúc shop ??t hàng.,POS,
Né shop này ra n?u ko mún b?c b?i.,NEG,
K gi?ng ?nh l?m.,NEG,
Qu?n ch?t m?m..khá r? và ok.,POS,
Th?i gian giao hàng r?t nhanh R?t ?áng ti?n R?t ?áng ti?n.,POS,
Màu tím v? ngoài mo h?t chu.,NEU,
M?c r?t ??p ?óng gói s?n ph?m r?t ??p và ch?c ch?n Shop ph?c v? r?t t?t R?t ?áng ti?n.,POS,
Ao dep nhung form nho so voi bang kich thuoc nen mac ko vua.,NEU,
"Áo thun ch?t v?i m?ng mát, ko m?ng l?m ?âu nha, ok l?m!!",POS,
Minhk ?ã nh?n ???c hàng.,POS,
?óng gói s?n ph?m r?t ??p và ch?c ch?n Shop ph?c v? r?t t?t Th?i gian giao hàng r?t nhanh.,POS,
Nh?ng m?i t?i l?c ??n hàng ph?i ??t l?n 2 bù Shop nhi?t tình nên xí xóa.,POS,
Ch?t l??ng s?n ph?m t?m ???c ?óng gói s?n ph?m t?m ???c Th?i gian giao hàng t?m ???c Giá c? ch?p nh?n ???c.,NEU,
Shop ph?c v? r?t t?t.,POS,
Mua v? gi?t cho h?t mùi v?i r?i lem tùm luôn.,NEG,
S?n ph?m phù h?p v?i giá ti?n.,POS,
Chúc shop buôn bán thu?n l?i và thành công!,POS,
Ch? chjr còn t?ng cho dây bu?c tóc n?a? Ngàn sao cho shop.,POS,
Gi?y dai.,NEG,
"V?i h?i m?ng , y hình ?óng gói s?n ph?m ch?c ch?n Phù h?p giá ti?n giao hang nhanh.",POS,
"Dáng áo ??p , h?p v?i giá ti?n.",POS,
"Ch?t v?i m?ng lét, thun co giãn.",NEG,
"Gi?ng 95% ?nh, êm, ??p, ?ng ????.",POS,
Ao dep.,POS,
Ch?t l??ng s?n ph?m t?t Giá c? ch?p nh?n ???c Th?i gian giao hàng nhanh.,POS,
Áo ??p y hình luôn ? ??.,POS,
- Áo ??p l?m nhaaa m?i ng <3 c? yên tâm mua ?i ?.,POS,
Dép mang r?t êm chân.,POS,
Ch?t l??ng s?n ph?m t?t ?óng gói s?n ph?m ch?c ch?n Shop ph?c v? r?t t?t.,POS,
Son lên màu ??p.,POS,
Giao nhanh.,POS,
Ch?t li?u ??p.,POS,
Áo k gi?ng hình l?m.,NEG,
S? mua l?i.,POS,
Giao màu ?en!!!??,NEU,
"Áo ok, r?ng xíu thì ok h?n.",POS,
M? ch?t??.,POS,
L?n này mua c? thùng r?t ?áng ti?n ? ?? lâu c?ng không lo l?ng.,POS,
hang nhin vay thoi. chu luc giao hang thi ko dung voi mo ta.,NEG,
"??p,giao nhanh:))r?:))10?.",POS,
"Áo gi?ng y hình, r?t v?a.",POS,
Sao dây cu?n cán và cái ch?t ? cán m?i bóc nilon ra ?ã bung h?t v?y b?n?,NEG,
Ch?t l??ng s?n ph?m tuy?t v?i Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n Shop ph?c v? r?t t?t R?t ?áng ti?n Th?i gian giao hàng r?t nhanh.,POS,
"Mua t?n 6 cái cho b?n b?n , mà chúng nó ?ng l?m ? nói chung là tuy?t v?i.",POS,
Mua b?m c?a shop l?n 2 và l?n nào c?ng ?ng.s? ?ng h? dài luôn ????.,POS,
Ch?t l??ng s?n ph?m t?m ???c Giá c? ch?p nh?n ???c.b?t không dc min lam u?ng bi s?m.,NEU,
Th?m.,POS,
Không ?áng ti?n.,NEG,
?óng gói s?n ph?m ch?c ch?n.,POS,
M?i ng??i yên tâm mua ?? ? shop nhé ?? th?i gian giao hàng c?ng nhanh n?a.,POS,
K ?c full bóx Ch?t l??ng s?n ph?m t?t Th?i gian giao hàng nhanh ?óng gói s?n ph?m còn móp méo.,NEG,
?óng gói s?n ph?m r?t ??p và ch?c ch?n R?t ?áng ti?n.,POS,
hàng c?ng t?m ?c giao hang cung nhanh nhung c??c phí thì hoi m?t.,NEG,
R?t ?áng ti?n.,POS,
Th?i gian giao hàng r?t ch?m.,NEG,
Chúc shop luôn ??t hàng nhé.,POS,
"Áo ??t n?i giao hàng ngã, th?t v?ng v? shop quá, huy v?ng shop l?n sau rút kinh nghi?m cho ~ khách hàng khác, ki?m tra thông tin trc khi g?i hàng.",NEG,
Nh?ng m ?ã ghi là ch?n h?ng ch? kp h?ng ??m mà l?i g?i h?ng ??m cho m.,NEG,
"xong giao màu khác, ko mu?n phi?n nên ko mu?n ??i !",NEG,
"?óng gói s?n ph?m ch?c ch?n, th?i gian giao hàng nhanh.",POS,
Áo k gi?ng hình tay ng?n shop bán hàng ib k rep :))) Ch?t l??ng s?n ph?m r?t kém.,NEG,
Ch?t l??ng s?n ph?m tuy?t v?i ??.,POS,
Ch?t l??ng s?n ph?m gi?ng mô t?.,POS,
Ch?t ?n so v?i giá.,NEU,
V?i áo r?t m?m m?i.,POS,
Máy u?n r?t nhanh du?i n?p tóc :((.,NEG,
Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n Th?i gian giao hàng r?t nhanh Shop ph?c v? r?t t?t ?óng gói s?n ph?m r?t ??p và ch?c ch?n.,POS,
V?i ??p l?m shop ??.,POS,
"Shop t? v?n size quá r?ng, ?ng qu?n thùng thình m?c không ???c.",NEG,
Mình l?y 2 t?t màu tr?ng và 2 ?en sao shop giao cho mình 4 t?t màu ?en v?y.,NEU,
C?m ?n shop!,POS,
H?i to xíu nh?ng E thích.,POS,
Công nhâ?n la? râ?t ?e?p a?. 260k e mua ?c.2 ca?i a?o cho ông ck e.,POS,
"Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n, ko ng? áo ??p nh? zi v?i thì ô s? kê,.",POS,
"Ch? riêng ??t này r?t b?t mãn, ?? không gi?ng hình l?m, mua màu ?? l?i giao màu ?en.",NEG,
Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n Shop ph?c v? r?t t?t R?t ?áng ti?n Th?i gian giao hàng r?t nhanh Quá tuy?t.,POS,
Áo ??p nh?ng màu ?? ?ô thì không chu?n.,NEU,
"B?n shop d? th??ng, giao hàng nhanh, qu?n v?i m?m, co giãn nhi?u, mình mua xanh ??m c?m giác màu ko gi?ng hình m?u l?m.",NEU,
"Va?i ?e?p, mo?ng nh?ng k lô?.",POS,
Ch?t l??ng s?n ph?m tuy?t v?i Shop ph?c v? r?t t?t??.,POS,
Sp quá t?!,NEG,
R?t h?p ý 2 v? ch?ng m r?t thích giày ?i êm nh? chân l?m.,POS,
Ch?t l??ng s?n ph?m tuy?t v?i Shop ph?c v? r?t t?t R?t ?áng ti?n Th?i gian giao hàng r?t nhanh.,POS,
?n l?m ? .,POS,
Gói hàng ch?c ch?n và giao nhanh.,POS,
giao sai size.. ??t cùng size mà giao cái l?n cái nh? xíu.,NEG,
??y ng?c.,POS,
Áo d?i 53kg.,NEU,
"5* , có 10* mình cho luôn ý.",POS,
Gi?n !,NEG,
Ch?t l??ng s?n ph?m tuy?t v?i R?t ?áng ti?n R?t ?áng ti?n.,POS,
M?i t?i ?óng gói k ?c ??p cho l?m nh?ng v?n cho shop 5 sao.,POS,
Chua xem hàng c? mà giao hàng nhanh quá.,POS,
"Hàng m?c lên ??p l?m shop, s? ?ng h? ti?p.",POS,
?? nguyên cái dây dài c? kilomet.hàng thì nhìn ??p nh?ng không bi?t dùng ???c b?n không. nói chung bán hàng thì nên care khách chút.,NEG,
Chi co mot dau cap sac thoi :((.,NEG,
Coi phim v?n r?t h?i lun á.,NEG,
R?t ?ng váy.,POS,
"Size áo ng?n quá k dài nh? ?nh, còn ch?a t?i ??u g?i n?a.",NEG,
Shop ph?c v? r?t t?t.,POS,
Ch?t l??ng s?n ph?m tuy?t v?i Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n ?óng gói s?n ph?m r?t ??p và ch?c ch?n Shop ph?c v? r?t t?t Shop ph?c v? r?t t?t.,POS,
"Chu?n ?nh, r?t ok.",POS,
Bìa c?c ??p.,POS,
th?y da m?t khô hon.b?t d?u.da minh thu?c da nh?y c?m.nhung dùng rat ok.k b? m?n ng?a.,POS,
Ch?t l??ng s?n ph?m t?t.,POS,
Mk ??t 30 cái mà không m?u nào gi?ng nhau ????.,POS,
"Hàng giao nhanh, t?t.",POS,
"Áo y hình luôn nhé, r?t ??p ?óng gói s?n ph?m r?t ??p và ch?c ch?n R?t ?áng ti?n.",POS,
"V?i thun m?m, co giãn t?t.",POS,
Ch?t v?i r?t ??p.,POS,
Th?i gian giao hàng r?t nhanh.,POS,
Ch?t l??ng s?n ph?m tuy?t v?i.,POS,
"Shop ph?c v? khá t?t Tuy nhiên c?n che tên m?t hàng ?i nha, g?p shipper nam ng?i ch?t ?c ?? ?áng ??ng ti?n.",NEU,
ÁO M?C KHÔNG V?A...,NEG,
nh? m?y áo bt.,NEU,
Ch?t v?i h?n mong ??i.,POS,
"Áo ??p, v?i áo m?n và mát, hình cò thì h?i vàng.",POS,
Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n R?t ?áng ti?n.,POS,
"Áo h?i bó, nh?ng nhìn chung là ?n.",POS,
50kg m?c h?i kích vai.,NEG,
ok. hag ??p.,POS,
"???ng ch? may b? l?i, vãi m?ng không gi?ng trong hình, mình mua màu tr?ng shop l?i giao màu ?en nói tóm l?i shop không uy tín, mình khuyên m?i ng??i khi mua hàng ? shop c?n ph?i cân nh?c tr??c khi mua ??shop làm mình th?t v?ng khi mua hàng trên shopee quá.",NEG,
?óng gói s?n ph?m r?t ??p và ch?c ch?n.,POS,
"Giao hàng nhanh,m?c dù anh shiper làm móp cái h?p ??ng.giày ?úng nh? hình,m?c dù h?i l? vân keo.nói chung trong t?m giá này thì mình c?m th?y ?n.s? ?ng h? shop nhìu s?n ph?m n?a ??.",POS,
Th?i gian giao hàng r?t nhanh R?t ?áng ti?n Shop ph?c v? r?t t?t ?óng gói s?n ph?m r?t ??p và ch?c ch?n Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n.,POS,
Áo xinh nh?ng b? b?c ch? :(.,NEU,
"Lightstick keyring ??p l?m ?, mà shop ?óng hai h?p li?n r?t c?n th?n ?.",POS,
"Ch?t l??ng s?n ph?m tuy?t v?i Shop ph?c v? r?t t?t R?t ?áng ti?n,s? ?ng h? shop dài dài.",POS,
"Áo r?ng không gi?ng hình, ch?t li?u nhão .Không ?áng ti?n.",NEG,
Túi và ví ??u r?t ??p.,POS,
Chân váy + áo c?a shop h?t nhé.,POS,
Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n.,POS,
C?m th?y vô cùng hài lòng.,POS,
?óng gói s?n ph?m r?t ??p và ch?c ch?n.,POS,
ch?t l??ng s?n ph?m t?t ?? shop nhi?t tình.,POS,
"Nh?n hàng ?ng l?m luôn, váy ??p, ch?t v?i ok, ch? shop r?t nhi?t tình.",POS,
Shop ph?c v? r?t kém!,NEG,
Made in china minh k hai long.,NEG,
